id,status,contract,completed,notcompleted,name,INN,SB,government
2612803296,0,1,0,1,"общество с ограниченной ответственностью стб инжиниринг",5041204080,1,0
2612803298,1,53,53,0,"общества с ограниченной ответственностью мосармстрой",7721747384,0,0
2612803299,1,15,15,0,"общество с ограниченной ответственностью км",7610126448,1,0
2612803304,1,60,57,3,"общество с ограниченной ответственностью горизонт",9717069429,1,0
2612803305,1,27,27,0,"общество с ограниченной ответственностью пк групп",7708818766,1,0
2612803306,1,36,36,0,"общество с ограниченной ответственностью айти групп",7716901665,1,0
2612803307,1,58,55,3,"ооо облком",5048036808,1,0
2612803308,1,4,4,0,"ооо кастл арт",7716799965,1,0
2612803309,1,26,26,0,"общество с ограниченной ответственностью артмонтажник",7717286356,1,0
2612803313,1,67,64,3,"общество с ограниченной ответственностью производственнокоммерческое предприятие кросс",3328408100,1,0
2612803314,1,15,15,0,"государственное автономное учреждение культуры республики татарстан государственный симфонический оркестр республики татарстан",1655206886,0,1
2612803316,1,42,42,0,"ооо айтиком",7709461195,0,0
2612803317,1,63,60,3,"aкционерное общество русская телефонная компания",7811038865,1,0
2612803319,1,52,52,0,"общество с ограниченной ответственностью стильстолица",7721182550,1,0
2612803323,1,18,18,0,"ао ток судак",9108009735,0,0
2612803324,1,27,27,0,"общество с ограниченной ответственностью оптовик",5003121450,1,0
2612803325,1,34,34,0,"общество с ограниченной ответственностью костагрупп",5836664275,1,0
2612803328,1,35,35,0,"общество с ограниченной ответственностью аэродом",7723901987,0,0
2612803330,1,14,14,0,"общество с ограниченной ответственностью мультимедиа видеосистемы",6658474265,1,0
2612803331,1,9,9,0,"общество с ограниченной ответственностью дорстрой гарант",7714406961,1,0
2612803333,1,61,58,3,"общество с ограниченной ответственностью стандартстрой",7729790092,0,0
2612803335,1,16,16,0,"фгуп нпцап",7728171283,0,1
2612803336,1,6,6,0,"общество с ограниченной ответственностью управляющая компания транзит",3526018302,1,0
2612803339,1,63,60,3,"общество с ограниченной ответственностью птоптс",5041022901,1,0
2612803340,1,25,25,0,"общество с ограниченной ответственностью стк герд",5044112173,0,0
2612803342,1,9,9,0,"общество с ограниченной ответственностью жилстройкомфорт",7708245917,0,0
2612803343,1,48,48,0,"общество с ограниченной ответственностью вектор групп",7715777990,1,0
2612803347,1,52,52,0,"общество с ограниченной ответственностью неолит арт",7727212762,1,0
2612803349,1,57,57,0,"общество с ограниченной ответственностью лаванда",7729719580,1,0
2612803351,1,28,28,0,"общество с ограниченной ответственностью мольгао",7728570802,1,0
2612803355,1,5,4,1,"общество с ограниченной ответственностью компания графф",7715438317,1,0
2612803356,1,11,11,0,"общество с ограниченной ответственностью медицинский центр мариямед",7714856456,1,0
2612803357,1,64,61,3,"общество с ограниченной ответственностью мда групп",9705048135,1,0
2612803358,1,34,34,0,"общество с ограниченной ответственностью геостандарт",7704864257,1,0
2612803359,1,34,34,0,"общество с ограниченной ответственностью лачес",7814683542,0,0
2612803360,1,23,23,0,"общество с ограниченной ответственностью тд инлайт",7106081179,1,0
2612803363,1,39,39,0,"общество с ограниченной ответственностью тк слава",5029223810,1,0
2612803364,1,30,30,0,"общество с ограниченной ответственностью трантор",7704537718,1,0
2612803366,1,59,56,3,"общество с ограниченной ответственностью интерстрой",7724299885,1,0
2612803367,1,30,30,0,"общество с ограниченной ответственностью северюг",5030084279,1,0
2612803371,1,27,27,0,"общество с ограниченной ответственностью алтерра",7716912610,1,0
2612803373,1,47,47,0,"общество с ограниченной ответственностью офис клининг",5042138465,1,0
2612803378,1,18,18,0,"общество с ограниченной ответственностью корпоративный сервис",7716795537,1,0
2612803381,1,62,59,3,"общество с ограниченной ответственностью ремонт и капитальное строительство",7727183078,0,0
2612803383,1,21,21,0,"ооо твфарм",7727306869,1,0
2612803384,1,16,16,0,"товарищество собственников жилья панферова 72",7736570813,0,0
2612803386,1,70,67,3,"общество с ограниченной ответственностью энергия оптимум",7710944863,1,0
2612803387,1,49,49,0,"общество с ограниченной ответственностью огнеза",7734657410,1,0
2612803388,1,50,50,0,"ооо нт",3518009791,1,0
2612803391,1,56,56,0,"акционерное общество научнопроизводственный центр средства спасения",7731179130,1,0
2612803394,1,1,1,0,"общество с ограниченной ответственностью строительная компания белый дом",7730187570,0,0
2612803395,1,29,29,0,"товарищество собственников жилья ниагара",7736218256,0,0
2612803396,1,34,34,0,"общество с ограниченной ответственностью 7 полок",7718699324,1,0
2612803398,1,67,64,3,"общество с ограниченной ответственностью альбедо",7714802531,1,0
2612803399,1,32,32,0,"общество с ограниченной ответственностью ремонтностроительное управление №2 сао",7743066597,1,0
2612803402,1,22,22,0,"общество с ограниченной ответственностьюсму306 юг",7733810538,1,0
2612803404,1,30,30,0,"общество с ограниченной ответственностью спецфундаментстрой",5040117389,1,0
2612803410,1,68,65,3,"общество с ограниченной ответственностью делодел",7743949659,1,0
2612803413,1,64,61,3,"общество с ограниченной ответственностью медицинские технологии и инновации",7733328860,1,0
2612803416,1,56,56,0,"общество с ограниченной ответственностью алекс групп лтд",7716905050,0,0
2612803417,1,8,8,0,"общество с ограниченной ответственностью активные финансовые технологии",7743875686,1,0
2612803419,1,42,42,0,"общество с ограниченной ответственностью проектное бюро город",5612086317,1,0
2612803420,1,25,25,0,"общество с ограниченной ответственностью вссервис",7731319349,1,0
2612803421,1,37,37,0,"ооо заказстрой",264065723,0,0
2612803424,1,64,61,3,"общество с ограниченной ответственностью элит ивент",9701074078,1,0
2612803427,1,9,9,0,"общество с ограниченной ответственностью эндевер",7716912762,0,0
2612803429,1,28,28,0,"общество с ограниченной ответственностью бродвей",7704869199,1,0
2612803430,1,27,27,0,"автономная некоммерческая организация центр сертификации, испытаний и экспертизы тест сертификат",7728544256,0,0
2612803433,1,17,17,0,"общество с ограниченной ответственностью инфотех",9710051535,1,0
2612803434,1,60,57,3,"закрытое акционерное общество ломмета рисайклинг",5405217441,1,0
2612803436,1,60,57,3,"общество с ограниченной ответственностью энергостройконсалтинг",7721828636,0,0
2612803441,1,45,45,0,"общество с ограниченной ответственностью юниверс",7705496334,1,0
2612803442,1,9,9,0,"акционерное общество т-информ",7728793823,1,0
2612803444,1,68,65,3,"энергосбыт оао мосэнерго северозападное отделение",7705035012,0,0
2612803445,1,35,35,0,"общество с ограниченной ответственностью мегук",7722158871,0,0
2612803449,1,46,46,0,"общество с ограниченной ответственностью вертикаль",7734739824,1,0
2612803452,1,56,56,0,"общество с ограниченной ответственностью медкомиссия",7734579761,1,0
2612803455,1,48,48,0,"общество с ограниченной ответственностью фабрика специальных материалов",7806529900,1,0
2612803456,1,44,44,0,"ооо техпроект",7723650765,1,0
2612803458,1,64,61,3,"общество с ограниченной ответственностью компания форма групп",7727836591,1,0
2612803459,1,25,25,0,"общество с ограниченной ответственностью бизнеслюкс",7723821682,0,0
2612803463,1,38,38,0,"общество с ограниченной ответственностью руснаномед",7718286775,1,0
2612803465,1,54,54,0,"общество с ограниченной ответственностью гринвест",7709682469,1,0
2612803467,1,16,16,0,"общество с ограниченной ответственностью фармтехнологии",7203319638,1,0
2612803469,1,48,48,0,"общество с ограниченной ответственностью бпрофф",7704318113,0,0
2612803472,1,3,3,0,"общество с ограниченной ответственностью абрера мотор",7713738210,1,0
2612803475,1,42,42,0,"общество с ограниченной ответственностьюардес групп",5256118593,1,0
2612803478,1,57,57,0,"общество с ограниченной ответственностью спектр",7705364955,0,0
2612803482,1,17,17,0,"федеральное государственное унитарное предприятие производственное объединение октябрь",6612001971,0,1
2612803488,1,14,14,0,"общество с ограниченной ответственностью интехнева",7811190764,1,0
2612803489,1,38,38,0,"общество с ограниченной ответственностью стройбезопасность",5024182140,1,0
2612803491,1,42,42,0,"общество с ограниченной ответственностью вилитек",7722842457,1,0
2612803493,1,53,53,0,"общество с ограниченной ответственностью нпц промэнерго",7704840619,1,0
2612803497,1,5,5,0,"ооо цу ваш выбор",2130187459,1,0
2612803501,1,61,58,3,"общество с ограниченной ответственностью новатэс",7734581672,1,0
2612803502,1,54,54,0,"акционерное общество цдт на ленинском",7729761197,0,0
2612803504,1,58,55,3,"акционерное общество компания консаудитм",7716194896,1,0
2612803506,1,48,48,0,"общество с ограниченной ответственностью неотрейд",9718101594,1,0
2612803507,1,70,67,3,"общества с ограниченной ответственностью с.б.а. мьюзик паблишинг",9701037397,0,0
2612803509,1,26,26,0,"общество с ограниченной ответственностью энергия",5029191251,1,0
2612803511,1,50,50,0,"общество с ограниченной ответственностью завод автомобильных фургонов",5244024189,1,0
2612803514,1,44,44,0,"общество с ограниченной ответственностью мегастар",7722623208,1,0
2612803516,1,3,3,0,"ооо медповерка",7733237388,1,0
2612803519,1,46,46,0,"ооо мвп",7704869583,1,0
2612803521,1,1,1,0,"общество с ограниченной ответственностью румол-к",7701902803,1,0
2612803526,1,69,66,3,"общество с ограниченной ответственностью ск партнр нн",5260382551,1,0
2612803527,1,7,6,1,"общество с ограниченной ответственностьюэкрон",7708201910,1,0
2612803530,1,5,5,0,"общество с ограниченной ответственностью интеграл",7839080539,0,0
2612803531,1,56,56,0,"общество с ограниченной ответственностью научнопроизводственное предприятие кипконтроль",7719214406,1,0
2612803540,1,17,17,0,"общество с ограниченной ответственностью ланит-терком",7819035190,1,0
2612803541,1,4,4,0,"общество с ограниченной ответственностью гсп",6321344029,1,0
2612803542,1,16,16,0,"общество с ограниченной ответственностью научнопроизводственное предприятие теплотехника",265001553,1,0
2612803545,1,63,60,3,"общество с ограниченной ответственностью сирта",9723047430,1,0
2612803546,1,57,57,0,"закрытое акционерное общество 2в сервис",7722701720,1,0
2612803555,1,44,44,0,"общество с ограниченной ответственностью пол и холл компани",9717040645,1,0
2612803556,1,23,23,0,"общество с ограниченной ответственностью геология 21",7716704378,1,0
2612803557,1,25,25,0,"общество с ограниченной ответственностью абз дон",5009114900,0,0
2612803561,1,56,56,0,"общество с ограниченной ответственностью автоматические системы",7726650570,1,0
2612803563,1,65,61,3,"общество с ограниченной ответственностью джет групп инжиниринг",9701111717,1,0
2612803566,1,6,6,0,"общество с ограниченной ответственностью городское кадастровое бюро",7703775290,1,0
2612803567,1,58,55,3,"общество с ограниченной ответственностью рона сервис",5029158078,1,0
2612803572,1,31,31,0,"медицинский фонд медсанчасть №1 амо зил",7725068256,0,0
2612803574,1,46,46,0,"общество с ограниченной ответственностью инженерный центр пожарной и промышленной безопасности",7447223779,1,0
2612803575,1,37,37,0,"общество с ограниченной ответственностью научнопроизводственное предприятие лазма",7714026945,1,0
2612803576,1,63,60,3,"общество с ограниченной ответственностью тахограф мск",7716863956,1,0
2612803580,1,67,64,3,"общество с ограниченной ответственностью двери эксперт",7805652957,1,0
2612803586,1,70,67,3,"общество с ограниченной ответственностью стелс",7714802370,1,0
2612803587,1,48,48,0,"общество с ограниченной ответственностью научные развлечения",7724614449,1,0
2612803589,1,33,33,0,"ооо вко",7327068899,1,0
2612803590,1,26,26,0,"общество с ограниченной ответственностью ам трейд",7723475552,1,0
2612803592,1,61,58,3,"общество с ограниченной ответственностью гамма",7722329076,1,0
2612803595,1,43,43,0,"общество с ограниченной ответственностью портер",7718861376,1,0
2612803596,1,16,16,0,"общество с ограниченной ответственностью транспортно строительная компания единство",7729455785,1,0
2612803598,1,48,48,0,"общество с ограниченной ответственностью аркадастройсити",7719478247,1,0
2612803600,1,48,48,0,"общество с ограниченной ответственностью асклимат",7727750217,1,0
2612803601,1,33,33,0,"общество с ограниченной ответственностью корпорация част инвест",7701355205,1,0
2612803605,1,29,29,0,"общество с ограниченной ответственностью постметр",7725767198,1,0
2612803607,1,58,55,3,"общество с ограниченной ответственностью аксель",7707392394,1,0
2612803612,1,19,19,0,"ооо ганимед сб",6452913600,1,0
2612803615,1,30,30,0,"федеративный союз инвентаризаторов россии",7701106103,0,0
2612803616,1,23,23,0,"ооо рипхолдинг",7704303036,0,0
2612803619,1,23,23,0,"общество с ограниченной ответственностью роза мира",7716892410,0,0
2612803620,1,34,34,0,"общество с ограниченной ответственностью оконный легион",5027217867,1,0
2612803621,1,42,42,0,"общество с ограниченной ответственностью ваш лот",7725292040,0,0
2612803622,1,42,42,0,"общество с ограниченной ответственностью диадел",7722852977,1,0
2612803623,1,2,1,1,"общество с ограниченной ответственностью комплектстройсервис",2465216782,0,0
2612803627,1,10,10,0,"общество с ограниченной ответственностью фармпульс",3906361192,1,0
2612803629,1,56,56,0,"общество с ограниченной ответственностью техногазсервис",7725494423,1,0
2612803631,1,17,17,0,"акционерное общество инженернонаучный центр тэмп",7728040153,1,0
2612803632,1,67,64,3,"общество с ограниченной ответственностью 47 центральный проектноизыскательский институт",7717800733,0,0
2612803634,1,9,9,0,"ооо свот компани",7716677580,1,0
2612803635,1,12,12,0,"общество с ограниченной ответственностью институт негосударственной экспертизы",1660115602,1,0
2612803636,1,29,29,0,"общество с ограниченной ответственностью континент",3328004241,1,0
2612803638,1,57,57,0,"общество с ограниченной ответственностью амт",7735161818,1,0
2612803639,1,19,19,0,"общество с ограниченной ответственностью ассоциация транспортноконтейнерных сервисов",7806246570,1,0
2612803640,1,18,18,0,"общество с ограниченной ответственностью уклад",5030084159,1,0
2612803642,1,35,35,0,"общество с ограниченной ответственностью нижегородский праздник",5260074211,1,0
2612803643,1,58,55,3,"общество с ограниченной ответственностью геоэкоальянс",7716831880,1,0
2612803645,1,58,55,3,"общество с ограниченной ответственностью химикофармацевтическая компания аврора",7708256080,1,0
2612803648,1,36,36,0,"общество с ограниченной ответственностью сафита",5012059520,1,0
2612803650,1,49,49,0,"общество с ограниченной ответственностью нэра",2466247230,0,0
2612803652,1,54,54,0,"общество с ограниченной ответственностью хозторг",7726580259,0,0
2612803655,1,44,44,0,"общество с ограниченной ответственностью денрус",5047200501,1,0
2612803659,1,38,38,0,"общество с ограниченной ответственностью меллор технолоджи",7720825738,1,0
2612803664,1,59,56,3,"общество с ограниченной ответственностью агенство по развитию информационных коммуникаций прайм тайм",7714396833,1,0
2612803665,1,10,10,0,"общество с ограниченной ответственностью вавилон",7725381885,1,0
2612803667,1,55,55,0,"общество с ограниченной ответственностью фирма фбасервис",7735060400,1,0
2612803674,1,2,2,0,"общество с ограниченной ответственностью аксиософт",7725604235,1,0
2612803679,1,29,29,0,"общества с ограниченной ответственностью гмс инжиниринг",7734405980,0,0
2612803684,1,32,32,0,"общество с ограниченной ответственностью тд интемс",7735150573,1,0
2612803686,1,46,46,0,"общество с ограниченной ответственностью универс консалтинг",7703635751,1,0
2612803689,1,41,41,0,"общество с ограниченной ответственностью нтц диамонд",7720196889,1,0
2612803693,1,39,39,0,"некоммерческое партнерство национальная студенческая футбольная лига",7705125153,0,0
2612803697,1,58,55,3,"общество с ограниченной ответственностью ирс",7707391672,1,0
2612803699,1,59,56,3,"общество с ограниченной ответственностью интуишн",7703761160,1,0
2612803702,1,12,12,0,"общество с ограниченной ответственностью филимоновская игрушка",7131500169,1,0
2612803703,1,50,50,0,"общество с ограниченной ответственностью трейдсервис",5050126008,1,0
2612803704,1,36,36,0,"общество с ограниченной ответственностью сандимакс север",7724309565,1,0
2612803707,1,10,10,0,"общество с ограниченной ответственностью госснабрезерв",5029177338,1,0
2612803709,1,15,15,0,"общество с ограниченной ответственностью технопро",7743250613,1,0
2612803713,1,14,14,0,"автономная некоммерческая организация дополнительного профессионального образования центр по подготовке детскоюношеских тренеров по футболу имени к.и. бескова",7720491531,0,0
2612803714,1,53,53,0,"автономная некоммерческая организация дополнительного профессионального образования центр профессионального транспортного образования",7707006296,0,0
2612803716,1,66,63,3,"общество с ограниченной ответственностью ту эдженси",9710030415,1,0
2612803718,1,27,27,0,"общество с ограниченной ответственностью промагро",6215018873,0,0
2612803719,1,51,51,0,"общество с ограниченной ответственностью осскорп инвест",7728359711,1,0
2612803721,1,1,1,0,"общество с ограниченной ответственностью снабсити плюс",9731007061,1,0
2612803723,1,37,37,0,"общество с ограниченной ответственностью мед экспресс",7733812920,1,0
2612803730,1,30,30,0,"общество с ограниченной ответственностью медлидер",7704818660,1,0
2612803734,1,46,46,0,"общества с ограниченной ответственностью валанконд",7716182918,1,0
2612803735,1,42,42,0,"общество с ограниченной ответственностью богатырь",3625014669,0,0
2612803738,1,54,54,0,"общество с ограниченной ответственностью мособлком",5029226200,1,0
2612803740,1,44,44,0,"общество с ограниченной ответственностью лайвкарго",7733329085,1,0
2612803745,1,36,36,0,"общество с ограниченной ответственностью туплас инжиниринг",7734348796,1,0
2612803747,1,14,14,0,"общество с ограниченной ответственностью визикомарт",5010038490,1,0
2612803750,1,16,16,0,"общество с ограниченной ответственностью тк апекс",7725390569,1,0
2612803752,1,68,65,3,"общество с ограниченной ответственностью проектный институт строительной акустики",7705513741,1,0
2612803755,1,25,25,0,"общество с ограниченной ответственностью хпо",7801266502,0,0
2612803756,1,45,45,0,"общество с ограниченной ответственностью самсон мед",7714425883,1,0
2612803758,1,31,31,0,"общество с ограниченной ответственностью сигма метрикс",7709934934,1,0
2612803759,1,39,39,0,"общество с ограниченной ответственностью пожтехнадзор",7701967092,1,0
2612803760,1,70,67,3,"ооо спб ясный",5038094102,0,0
2612803761,1,69,66,3,"общество с ограниченной ответственностью трон",2130157447,1,0
2612803763,1,30,30,0,"общество с ограниченной ответственностью вертикаль сп",7735080566,1,0
2612803764,1,1,1,0,"общество с ограниченной ответственностью новотехсервис",7733324979,1,0
2612803765,1,39,39,0,"общество с ограниченной ответственностью техносвар кс",6027115850,1,0
2612803767,1,3,3,0,"общество с ограниченной ответственностью кизоку айс",7729469918,1,0
2612803770,1,61,58,3,"общество с ограниченной ответственностью производственная фирма спецферросплав",7707586801,0,0
2612803772,1,49,49,0,"общество с ограниченной ответственностью диалогстрой",7710627590,1,0
2612803773,1,35,35,0,"общество с ограниченной ответственностью профит",7718897904,0,0
2612803776,1,53,53,0,"общество с ограниченной ответственностью мттрейд",7717718510,1,0
2612803777,1,22,22,0,"общество с ограниченной ответственностью инженерный центр система",7730241280,1,0
2612803779,1,1,1,0,"общество с ограниченной ответственностью авысота",7718744351,0,0
2612803780,1,44,44,0,"общество с ограниченной ответственностью вилгуд партс",7715946279,1,0
2612803782,1,55,55,0,"общество с ограниченной ответственностью автобизнесцентр",7604272779,0,0
2612803784,1,15,15,0,"общество с ограниченной ответственностью 421 управление начальника работ",7726438862,1,0
2612803785,1,60,57,3,"общество с ограниченной ответственностью гидрострой",7721828040,1,0
2612803786,1,1,1,0,"общество с ограниченной ответственностью рутектор",2312103020,0,0
2612803787,1,28,28,0,"общество с ограниченной ответственностью лаки сервис",7717593886,1,0
2612803788,1,28,28,0,"общество с ограниченной ответственностью люмар",5003121845,0,0
2612803789,1,20,20,0,"общество с ограниченной ответственностью медостом",5003075363,0,0
2612803790,1,46,46,0,"общество с ограниченной ответственностью торговый дом недра",1903017335,1,0
2612803791,1,40,40,0,"ооо майнд лабс.",7708225269,0,0
2612803793,1,13,13,0,"общество с ограниченной ответственностью ленстрой",7713388565,1,0
2612803794,1,26,26,0,"общество с ограниченной ответственностью транс партс про",5012096465,1,0
2612803796,1,32,32,0,"общество с орграниченной ответсвенностью научнопроизводственное объеденениеатриум",7743896510,1,0
2612803799,1,70,67,3,"общество с ограниченной ответственностью премьер холдинг",7709832428,0,0
2612803800,1,53,53,0,"общество с ограниченной ответственностью вега",5259069810,1,0
2612803801,1,32,32,0,"общество с ограниченной ответственностью ковров и макаров",7743767634,1,0
2612803802,1,10,10,0,"общество с ограниченной ответственностью ахейя",7814649870,1,0
2612803803,1,15,15,0,"общество с ограниченной ответственностью спецпожинвентарь",9721067657,1,0
2612803804,1,41,41,0,"общество с ограниченной ответственностью горизонт",9723047889,1,0
2612803805,1,64,61,3,"общество с ограниченной ответственностью мастерстрой",9718059215,0,0
2612803806,1,48,48,0,"общество с ограниченной ответственностью коммуникационное агентство реди",6732141931,1,0
2612803810,1,58,55,3,"общество с ограниченной ответственностью гревс",7839408749,1,0
2612803812,1,15,15,0,"общества с ограниченной ответственностью арт авангард",7714917860,1,0
2612803813,1,43,43,0,"общество с ограниченной ответственностью пож-проект сервис",7726651037,1,0
2612803814,1,65,61,3,"акционерное общество тонлайн",7702188444,0,0
2612803817,1,17,17,0,"общество с ограниченной ответственностью сервисстрой",9715000823,0,0
2612803818,1,68,65,3,"общество с ограниченной ответственностью бетаком",7731572461,1,0
2612803820,1,53,53,0,"общество с ограниченной ответственностью артель джет",6450098950,1,0
2612803823,1,3,3,0,"общество с ограниченной ответственностью технология коммерции",7734596326,1,0
2612803827,1,13,13,0,"общества с ограниченной ответственностью артефакт",7326025155,1,0
2612803828,1,53,53,0,"акционерное общество холдинговая компания главное всерегиональное строительное управление центр",7709261816,0,0
2612803831,1,49,49,0,"общество с ограниченной ответственностью вбк",7733328684,0,0
2612803836,1,69,66,3,"общество с ограниченной ответственностью инновационные лаборатории",7813287909,1,0
2612803837,1,13,13,0,"общество с ограниченной ответственностью вка ремарконс",7731346293,1,0
2612803838,1,23,23,0,"общество с ограниченной ответственностью золотые времена",7743767289,1,0
2612803842,1,5,5,0,"ооо тпк русеан",7716876377,1,0
2612803844,1,43,43,0,"общество с ограниченной ответственностью агентство деловых коммуникаций саммит",6673212458,1,0
2612803848,1,57,57,0,"общество с ограниченной ответственностью зд вайд майнд",7722412599,0,0
2612803850,1,24,24,0,"акционерное общество хлебозавод №28",7735004068,0,0
2612803851,1,16,16,0,"публичное акционерное общество мегафон",7812014560,0,0
2612803852,1,46,46,0,"общество с ограниченной ответственностью стд",7720423860,1,0
2612803853,1,59,56,3,"общество с огрниченной ответственостью независимая строительноинновационная торговоэкспортная компания",9718086956,0,0
2612803856,1,22,22,0,"акционерное общество калужский научноисследовательский институт телемеханических устройств",4027100480,0,0
2612803863,1,18,18,0,"общество с ограниченной ответственностью компания сонакс",7718631245,0,0
2612803865,1,21,21,0,"общество с ограниченной ответственностью техпроект к",9701061449,1,0
2612803866,1,24,24,0,"общество с ограниченной ответственностьюфрст",7713425150,0,0
2612803870,1,13,13,0,"общество с ограниченной ответственностью трейд сервис креу, рус",6673203439,1,0
2612803871,1,42,42,0,"общество с ограниченной ответственностью автовик",5256147643,1,0
2612803874,1,62,59,3,"общество с ограниченной ответственностью арт групп",7725494984,1,0
2612803876,1,3,3,1,"общество с ограниченной ответственностью пкф тепличные технологии",7713634570,0,0
2612803881,1,47,47,0,"общество с ограниченной ответственностью талион",7720403398,1,0
2612803882,1,68,65,3,"ао русбезопасностьконсалтинг",7714622017,1,0
2612803883,1,61,58,3,"общество с ограниченной ответственностью независимая инспекция комплексной безопасности",7714791382,1,0
2612803884,1,65,61,3,"ано по тк сгу",6726023513,0,0
2612803886,1,31,31,0,"общество с ограниченной ответственностью алгоритм закупок",7718309447,1,0
2612803887,1,29,29,0,"общество с ограниченной ответственностью ангрупп",7722398383,0,0
2612803890,1,28,28,0,"общество с ограниченной ответственностью телефлекс",7713800154,0,0
2612803891,1,14,14,0,"общество с ограниченной ответственностью цветочная композиция",7703092008,1,0
2612803893,1,20,20,0,"общество с ограниченной ответственностью фармацевтическое производство",3662175456,1,0
2612803894,1,56,56,0,"общество с ограниченной ответственностью артальянс и ко",7706453943,1,0
2612803896,1,49,49,0,"общество с ограниченной ответственностью ангилтранс",7716774576,1,0
2612803897,1,10,10,0,"общество с ограниченной ответственностью неогрупп",9721068393,1,0
2612803898,1,18,18,0,"образовательная автономная некоммерческая организация дополнительного профессионального образования скаенг",9709022748,0,0
2612803901,1,37,37,0,"общество с ограниченной ответственностью лотос",9701037598,1,0
2612803902,1,21,21,0,"общество с ограниченной ответственностью маниола",7714424008,0,0
2612803904,1,10,10,0,"общество с ограниченной ответственностью частное охранное предприятие камелотм",7720743740,1,0
2612803906,1,70,67,3,"общество с ограниченной ответственностью кэм",9701006790,1,0
2612803907,1,5,5,0,"общество с ограниченной ответственностью проффит",5029230285,0,0
2612803908,1,17,17,0,"общество с ограниченной ответственностью меркурий лайт",7727774289,1,0
2612803909,1,31,31,0,"общество с ограниченной ответственностью интерхим ком",7724940700,1,0
2612803910,1,54,54,0,"общество с ограниченной ответственностью саяныэнергомонтаж",9705007756,1,0
2612803911,1,68,65,3,"ооо мир детства",5190029484,1,0
2612803912,1,6,6,0,"общество с ограниченной ответственностью альянсстройсвет",7726605217,1,0
2612803914,1,8,8,0,"общество с ограниченной ответственностью футура центр",7720431437,1,0
2612803915,1,34,34,0,"общество с ограниченной ответственностью домекс",7736685740,1,0
2612803917,1,35,35,0,"общество с ограниченной ответственностью лазертаг",6732019201,1,0
2612803919,1,50,50,0,"общество с ограниченной ответственностью частное охранное предприятие альфакомандор",7724514613,1,0
2612803920,1,37,37,0,"общество с ограниченной ответственностью ландшафт",5032260106,1,0
2612803921,1,24,24,0,"общество с ограниченной ответственностью симплмед",7718862161,0,0
2612803924,0,7,3,4,"общество с ограниченной ответственностью золотое руно",7136502635,0,0
2612803925,0,1,0,1,"общество с ограниченной ответственностью научнотехническое объединение центр утилизации оргтехники и оборудования",7702788586,0,0
2612803926,0,7,3,4,"общество с ограниченной ответственностью строительноинжиниринговая компания рейн",5032263957,0,0
2612803927,0,5,2,4,"общество с ограниченной ответственностью сервиспартнер ук",7725345132,1,0
2612803928,0,1,0,1,"общество с ограниченной ответственностью тиндипак",7723891986,1,0
2612803929,0,10,3,7,"общество с ограниченной ответственностью торг маркет",3328014850,1,0
2612803930,0,5,2,3,"общество с ограниченной ответственностью вета",7726338177,1,0
2612803932,0,7,3,4,"общество с ограниченной ответственностью тэккс",7725622080,1,0
2612803935,0,1,0,1,"общество с ограниченной ответственностью итдб",7714796214,1,0
2612803936,0,1,0,1,"общество с ограниченной ответственностью вита декор",7107549501,1,0
2612803937,0,10,3,7,"общество с ограниченной ответственностью кулевер",7726758340,1,0
